Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,PSH,PSD,PSA,B365CH,B365CD,B365CA,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI
I1,30/08/2019,Bologna,Spal,H,1.8,3.5,4.6,1.85,3.5,4.5,1.83,3.5,4.6,1.78,3.5,4.75,2019/20,€129.65m,€73.63m,1.84,3.62,4.77,1.75,3.5,4.75,1.8150000000000002,0.026925824035672542,1.9998412357190871,0.014835164757946303,0.008264462809917328,0.25005503781273947,3.5,0.0,2.0,0.0,0.0,0.25,4.6125,0.08926785535678565,1.999730498267439,0.01935346457599689,0.010162601626016121,0.2500922542189555
I1,31/08/2019,Milan,Brescia,H,1.44,4.33,8.0,1.45,4.2,8.25,1.5,4.25,6.7,1.44,4.2,7.5,2019/20,€404.33m,€83.23m,1.5,4.14,8.04,1.55,3.9,6.5,1.4575,0.024874685927665518,1.99979114345447,0.017066679881760218,0.008147512864493889,0.2500702462978862,4.245,0.0531507290636732,1.9998872482633643,0.012520784231725136,0.0064782096584214965,0.2500385027358081,7.6125,0.5920040118107308,1.9955686713903045,0.07776735787333082,0.04228243021346478,0.25166180323532106
I1,31/08/2019,Juventus,Napoli,H,1.95,3.4,4.2,1.95,3.3,4.25,1.97,3.4,4.0,1.95,3.25,4.2,2019/20,€661.88m,€548.28m,2.0,3.36,4.35,2.0,3.4,4.0,1.9549999999999998,0.008660254037844395,1.9999858689487486,0.00442979746181299,0.0019181585677747748,0.2500048559718743,3.3375,0.06495190528383288,1.9997263956030835,0.019461245028863785,0.010299625468164653,0.2500955039932231,4.1625,0.09601432184835763,1.9996131893249396,0.02306650374735319,0.011261261261261257,0.2501393803819262
I1,01/09/2019,Lazio,Roma,D,2.15,3.6,3.3,2.15,3.6,3.25,2.15,3.7,3.2,2.1,3.6,3.25,2019/20,€303.88m,€392.73m,2.14,3.69,3.44,2.0,3.6,3.6,2.1375,0.02165063509461089,1.999925701357953,0.01012895209104603,0.004385964912280826,0.25002625958474844,3.625,0.043301270189221974,1.9998975404698252,0.011945177983233649,0.005172413793103292,0.2500347077606553,3.25,0.03535533905932725,1.9999146300616968,0.010878565864408385,0.005769230769230749,0.2500295963047226
I1,01/09/2019,Atalanta,Torino,A,1.57,4.0,5.75,1.6,4.0,5.75,1.6,4.05,5.4,1.57,4.0,5.8,2019/20,€291.43m,€163.55m,1.63,4.29,5.41,1.57,4.0,5.5,1.585,0.015000000000000013,1.9999353936789548,0.00946372239747635,0.004731861198738141,0.2500223905104042,4.0125,0.021650635094610887,1.999979041618809,0.005395796908314239,0.00233644859813098,0.2500071887969788,5.675000000000001,0.16007810593582103,1.9994199467938683,0.02820759575961604,0.013215859030836885,0.25021186974173426
I1,01/09/2019,Cagliari,Inter,A,5.5,3.75,1.66,5.5,3.8,1.65,5.3,3.9,1.65,5.5,3.8,1.62,2019/20,€167.83m,€606.05m,5.59,4.03,1.65,5.5,4.0,1.57,5.45,0.08660254037844395,1.9998167246695027,0.01589037438136586,0.006880733944954143,0.25006550790462057,3.8125,0.0544862367942584,1.999853114739195,0.01429147194603499,0.007377049180327999,0.25005014373655776,1.645,0.014999999999999921,1.999939857668345,0.009118541033434603,0.004559270516717229,0.25002113014059163
I1,01/09/2019,Genoa,Fiorentina,H,2.62,3.3,2.75,2.55,3.5,2.7,2.55,3.5,2.65,2.5,3.4,2.7,2019/20,€142.38m,€302.23m,2.56,3.59,2.78,2.8,3.4,2.45,2.5549999999999997,0.042720018726587705,1.9997987075850272,0.01672016388516153,0.008806262230919737,0.25006914118942514,3.425,0.08291561975888508,1.999575486409518,0.024208940075586886,0.012773722627737127,0.25015018575738035,2.7,0.03535533905932741,1.9998763050830963,0.013094570021973114,0.00694444444444442,0.2500428889982139
I1,01/09/2019,Lecce,Hellas Verona,A,1.95,3.5,3.8,1.9,3.5,4.25,1.9,3.55,4.05,1.88,3.6,4.0,2019/20,€52.33m,€112.53m,1.93,3.73,4.1,1.95,3.5,4.0,1.9074999999999998,0.025860201081971523,1.999867888430428,0.01355711721204274,0.006880733944954143,0.2500449846331144,3.5374999999999996,0.04145780987944252,1.9999011122277333,0.011719522227404246,0.006183745583038691,0.25003394845885824,4.025,0.16007810593582128,1.9988584358225026,0.039770957996477334,0.021739130434782705,0.2503972229784089
I1,01/09/2019,Sassuolo,Sampdoria,H,2.25,3.4,3.2,2.25,3.5,3.1,2.25,3.55,3.1,2.25,3.4,3.1,2019/20,€167.98m,€135.28m,2.29,3.53,3.24,2.25,3.4,3.2,2.25,0.0,2.0,0.0,0.0,0.25,3.4625000000000004,0.06495190528383288,1.9997464870563137,0.018758673006161117,0.00992779783393516,0.2500872915429284,3.125,0.04330127018922197,1.9998622297342519,0.01385640646055103,0.006000000000000005,0.2500465000930002
I1,01/09/2019,Udinese,Parma,A,2.05,3.4,3.75,2.0,3.2,4.2,2.0,3.35,3.9,2.0,3.25,4.0,2019/20,€121.08m,€128.75m,2.04,3.38,4.12,1.85,3.3,4.33,2.0125,0.02165063509461089,1.9999168559045242,0.01075807955011721,0.004658385093167849,0.25002822838646543,3.3,0.07905694150420942,1.999585949613971,0.023956648940669522,0.01325757575757569,0.2501435692762972,3.9625,0.16345871038277532,1.9987753520231573,0.04125140956032185,0.02287066246056768,0.25041995225881875
I1,14/09/2019,Fiorentina,Juventus,D,4.75,3.8,1.72,5.25,3.8,1.67,4.8,3.9,1.7,5.0,3.8,1.67,2019/20,€302.23m,€661.88m,5.26,3.94,1.7,4.5,3.6,1.83,4.95,0.1968501968502953,1.9988665160566643,0.039767716535413195,0.02146464646464641,0.25038038461257006,3.8249999999999997,0.043301270189221974,1.9999079533580346,0.011320593513522086,0.00490196078431393,0.2500312174817898,1.69,0.021213203435596444,1.9998864915506702,0.01255219138200973,0.00665680473372765,0.25003908606958053
I1,14/09/2019,Napoli,Sampdoria,H,1.25,6.5,10.0,1.26,6.25,10.5,1.3,5.9,9.1,1.25,6.0,11.0,2019/20,€548.28m,€135.28m,1.28,6.47,9.97,1.3,5.75,9.5,1.265,0.020615528128088322,1.999809469516029,0.016296860180306974,0.007905138339920903,0.2500642368019362,6.1625,0.23284920012746438,1.9989740542801848,0.037784860061251827,0.020791075050709873,0.2503488274949373,10.15,0.7017834423809102,1.9965174958102765,0.06914122585033597,0.03817733990147776,0.2512700959377765
I1,14/09/2019,Inter,Udinese,H,1.33,5.25,9.0,1.3,5.5,9.75,1.35,5.1,8.6,1.32,5.0,9.5,2019/20,€606.05m,€121.08m,1.34,5.43,9.84,1.33,5.0,10.0,1.3250000000000002,0.018027756377319962,1.9998664570495515,0.013605853869675442,0.007547169811320753,0.2500463017214448,5.2125,0.1883314896664921,1.999063401499291,0.03613074142282822,0.019784172661870603,0.2503160421680806,9.2125,0.44493679326394225,1.9983117562970283,0.048297073895678944,0.02679782903663508,0.25059485138588083
I1,15/09/2019,Genoa,Atalanta,A,3.4,3.8,2.0,3.3,3.7,2.1,3.35,3.75,2.05,3.3,3.7,2.05,2019/20,€142.38m,€291.43m,3.33,3.92,2.11,3.5,3.75,2.05,3.3375,0.04145780987944255,1.9998889177511878,0.012421815694214997,0.0065543071161049404,0.25003811356669203,3.7375,0.04145780987944235,1.9999114035560046,0.011092390603195279,0.005852842809364489,0.25003043061611907,2.05,0.03535533905932741,1.9997854196736613,0.017246506858208496,0.009146341463414753,0.2500744268864173
I1,15/09/2019,Brescia,Bologna,A,3.0,3.3,2.4,3.0,3.3,2.4,3.0,3.3,2.4,3.0,3.2,2.4,2019/20,€83.23m,€129.65m,3.12,3.34,2.44,3.6,3.5,2.0,3.0,0.0,2.0,0.0,0.0,0.25,3.2750000000000004,0.04330127018922178,1.9998732472131229,0.01322176188983871,0.005725190839694694,0.2500450694068866,2.4,0.0,2.0,0.0,0.0,0.25
I1,15/09/2019,Parma,Cagliari,A,2.25,3.25,3.3,2.3,3.2,3.3,2.25,3.25,3.3,2.25,3.2,3.3,2019/20,€128.75m,€167.83m,2.31,3.36,3.34,2.1,3.3,3.6,2.2625,0.02165063509461089,1.9999341855189585,0.009569341478281056,0.004143646408839796,0.25002239541341936,3.225,0.02499999999999991,1.9999566519593044,0.007751937984496096,0.003875968992248069,0.25001502313562884,3.3,0.0,2.0,0.0,0.0,0.25
I1,15/09/2019,Spal,Lazio,H,6.0,4.0,1.57,5.5,4.0,1.62,5.4,4.05,1.63,5.5,4.0,1.6,2019/20,€73.63m,€303.88m,5.75,4.21,1.61,6.0,4.0,1.57,5.6,0.2345207879911714,1.9987525589279123,0.04187871214128061,0.020089285714285587,0.25040276816609003,4.0125,0.021650635094610887,1.999979041618809,0.005395796908314239,0.00233644859813098,0.2500071887969788,1.6050000000000002,0.022912878474779158,1.9998526298560442,0.014275936744410689,0.007788161993769416,0.25005170032854196
I1,15/09/2019,Roma,Sassuolo,H,1.65,4.2,4.75,1.67,4.1,4.75,1.7,4.15,4.5,1.65,4.0,4.8,2019/20,€392.73m,€167.98m,1.69,4.28,4.86,1.55,4.33,5.5,1.6675,0.020463381929681144,1.9998916667952373,0.012271893211203085,0.0063718140929538425,0.25003702726643623,4.112500000000001,0.07395099728874531,1.9997661193738967,0.017982005419755694,0.009878419452887588,0.25008216922154825,4.7,0.1172603939955857,1.9995469784814093,0.02494901999906079,0.01196808510638303,0.25016412164526886
I1,15/09/2019,Hellas Verona,Milan,A,5.5,3.8,1.61,5.75,3.7,1.65,5.3,3.75,1.67,5.8,3.6,1.63,2019/20,€112.53m,€404.33m,5.94,3.75,1.68,4.75,3.5,1.75,5.5875,0.20116846174288855,1.9990610257363082,0.03600330411505835,0.01957494407158822,0.25033223634145707,3.7125,0.07395099728874512,1.9997129188839564,0.019919460549156935,0.01094276094276081,0.2501010156613504,1.64,0.022360679774997845,1.999865893779905,0.01363456083841332,0.007621951219511924,0.2500464919059069
I1,16/09/2019,Torino,Lecce,A,1.5,4.33,6.5,1.5,4.2,6.75,1.5,4.3,6.6,1.47,4.2,7.0,2019/20,€163.55m,€52.33m,1.49,4.42,7.27,1.4,4.5,8.0,1.4925,0.012990381056766592,1.9999451691473982,0.008703772902356176,0.0037688442211054607,0.250019325414208,4.2575,0.0584700778176324,1.9998640043880653,0.01373342990431765,0.00719318849089845,0.2500470294046222,6.7125,0.1883314896664921,1.9994345770111621,0.02805683272498951,0.015363128491620026,0.2501918665636932
I1,20/09/2019,Cagliari,Genoa,H,2.75,3.4,2.55,2.85,3.3,2.5,2.75,3.4,2.5,2.75,3.3,2.55,2019/20,€167.83m,€142.38m,2.84,3.43,2.59,3.0,3.4,2.37,2.775,0.04330127018922197,1.9998253999583984,0.015604061329449357,0.006756756756756577,0.25005873600125306,3.35,0.050000000000000044,1.9998393017810485,0.014925373134328372,0.007462686567164312,0.2500556916907997,2.525,0.02499999999999991,1.999929285432166,0.009900990099009866,0.004950495049504955,0.25002450740123516
I1,21/09/2019,Udinese,Brescia,A,1.9,3.5,4.2,1.91,3.6,4.0,2.0,3.4,3.8,1.83,3.6,4.2,2019/20,€121.08m,€83.23m,1.89,3.64,4.41,1.85,3.5,4.5,1.91,0.06041522986797284,1.9992799012050775,0.03163101040208002,0.017015706806282616,0.25024699697883945,3.525,0.08291561975888508,1.9995992793531774,0.023522161633726262,0.012411347517730542,0.25014168271727844,4.05,0.16583123951777015,1.998781899058905,0.04094598506611609,0.021604938271605034,0.25043748277843975
I1,21/09/2019,Juventus,Hellas Verona,H,1.14,8.0,19.0,1.15,7.75,19.0,1.15,7.6,18.5,1.14,7.5,21.0,2019/20,€661.88m,€112.53m,1.15,8.2,24.36,1.22,6.5,13.0,1.145,0.0050000000000000044,1.9999862445450503,0.00436681222707424,0.0021834061135370675,0.25000476726225657,7.7125,0.1883314896664921,1.9995714706935148,0.02441899379792442,0.013371150729335257,0.25014579171948886,19.375,0.960143218483576,1.998256035553647,0.04955577901850715,0.024193548387096753,0.25055874167271597
I1,21/09/2019,Milan,Inter,A,3.4,3.3,2.2,3.5,3.1,2.25,2.95,3.2,2.5,3.3,3.2,2.25,2019/20,€404.33m,€606.05m,3.43,3.28,2.31,3.75,3.25,2.1,3.2874999999999996,0.2072890493972124,1.9970815893638718,0.0630537032386958,0.033269961977186346,0.25110404852470186,3.2,0.07071067811865465,1.9996477221810776,0.022097086912079577,0.01171875,0.25012224927205307,2.3,0.1172603939955857,1.9981566333480558,0.05098277999808074,0.024456521739130377,0.25058642344136234
I1,22/09/2019,Sassuolo,Spal,H,1.95,3.3,4.2,1.95,3.6,3.8,1.95,3.6,3.8,1.95,3.5,3.8,2019/20,€167.98m,€73.63m,1.96,3.69,4.06,1.95,3.4,4.0,1.95,0.0,2.0,0.0,0.0,0.25,3.5,0.12247448713915901,1.9991079338324718,0.03499271061118829,0.017857142857142794,0.2503247997531999,3.9000000000000004,0.1732050807568879,1.998600499059193,0.04441155916843279,0.019230769230769384,0.2504461629982153
I1,22/09/2019,Bologna,Roma,A,2.87,3.3,2.5,2.9,3.6,2.35,2.75,3.6,2.4,2.8,3.5,2.38,2019/20,€129.65m,€392.73m,2.86,3.68,2.45,2.62,3.6,2.55,2.83,0.058736700622353664,1.9996888823034815,0.02075501788775748,0.01148409893992941,0.25010848215936976,3.5,0.12247448713915901,1.9991079338324718,0.03499271061118829,0.017857142857142794,0.2503247997531999,2.4074999999999998,0.05629165124598851,1.999608058225981,0.023381786602695128,0.012201453790238848,0.2501317215710181
I1,22/09/2019,Lecce,Napoli,A,9.0,5.25,1.33,9.0,5.25,1.34,7.5,4.8,1.4,9.5,5.0,1.32,2019/20,€52.33m,€548.28m,9.35,5.37,1.35,8.0,4.75,1.4,8.75,0.75,1.994550420638122,0.08571428571428572,0.04285714285714293,0.252170888196037,5.075,0.1887458608817688,1.9989970557157448,0.03719130263680173,0.019704433497536922,0.2503565993052286,1.3475000000000001,0.031124748994971765,1.9996179718979399,0.023098143966583867,0.011595547309833032,0.2501275945134285
I1,22/09/2019,Sampdoria,Torino,H,2.6,3.4,2.7,2.6,3.2,2.85,2.55,3.35,2.75,2.5,3.3,2.8,2019/20,€135.28m,€163.55m,2.55,3.44,2.89,3.0,3.3,2.4,2.5625,0.04145780987944255,1.9998106721105382,0.0161786575139288,0.008536585365853666,0.2500665149339838,3.3124999999999996,0.07395099728874512,1.9996392632492341,0.022324829370187208,0.01226415094339628,0.25012717851952215,2.7750000000000004,0.05590169943749469,1.9997072366055124,0.020144756554052137,0.011261261261261257,0.250101531905367
I1,22/09/2019,Atalanta,Fiorentina,D,2.05,3.6,3.5,2.0,3.7,3.6,2.0,3.75,3.45,2.0,3.6,3.6,2019/20,€291.43m,€302.23m,2.03,3.78,3.68,2.2,3.5,3.1,2.0125,0.02165063509461089,1.9999168559045242,0.01075807955011721,0.004658385093167849,0.25002822838646543,3.6625,0.06495190528383288,1.9997734037347863,0.01773430860992024,0.009385665529010323,0.2500780503638672,3.5374999999999996,0.06495190528383288,1.9997564798935987,0.018360962624405057,0.009717314487632578,0.2500849675076061
I1,22/09/2019,Lazio,Parma,H,1.3,5.5,10.0,1.3,5.5,9.75,1.35,5.3,8.0,1.29,5.25,11.0,2019/20,€303.88m,€128.75m,1.32,5.72,9.74,1.25,6.0,10.0,1.31,0.02345207879911717,1.9997702287533663,0.017902350228333717,0.00858778625954204,0.25007721589866405,5.3875,0.11388041973930377,1.999677505692191,0.021137896935369608,0.0110208816705335,0.25011205448999324,9.6875,1.0807260291119114,1.9908160081699584,0.11155881590832634,0.05967741935483861,0.2535912814070289
I1,24/09/2019,Hellas Verona,Udinese,D,2.5,3.3,2.87,2.55,3.2,2.9,2.5,3.2,2.9,2.55,3.1,2.9,2019/20,€112.53m,€121.08m,2.59,3.24,2.99,2.5,3.0,3.1,2.525,0.02499999999999991,1.999929285432166,0.009900990099009866,0.004950495049504955,0.25002450740123516,3.2,0.07071067811865465,1.9996477221810776,0.022097086912079577,0.01171875,0.25012224927205307,2.8925,0.012990381056766495,1.9999854254524205,0.004491056545122383,0.0019446845289541326,0.2500050951048497
I1,24/09/2019,Brescia,Juventus,A,6.5,4.1,1.53,6.75,4.0,1.53,6.7,4.0,1.53,6.5,3.9,1.53,2019/20,€83.23m,€661.88m,6.44,4.06,1.58,7.5,4.2,1.45,6.6125,0.11388041973930377,1.99978612664975,0.0172219916429949,0.008979206049149147,0.25007397296399037,4.0,0.07071067811865465,1.9997745554126243,0.017677669529663664,0.009374999999999911,0.25007819828035127,1.53,0.0,2.0,0.0,0.0,0.25
I1,25/09/2019,Roma,Atalanta,A,2.2,3.8,3.0,2.2,3.7,3.1,2.2,3.85,2.95,2.25,3.7,2.9,2019/20,€392.73m,€291.43m,2.3,3.77,3.03,2.35,3.7,2.8,2.2125000000000004,0.02165063509461089,1.9999311828798416,0.009785597782874977,0.004237288135593209,0.250023407509129,3.7624999999999997,0.06495190528383282,1.9997852821806177,0.017262964859490453,0.009136212624584639,0.25007397066367126,2.9875,0.07395099728874524,1.9995595083562916,0.024753471895814307,0.013598326359832491,0.2501501203608491
I1,25/09/2019,Fiorentina,Sampdoria,H,1.7,4.0,4.75,1.7,4.0,4.75,1.7,4.0,4.65,1.65,4.0,4.8,2019/20,€302.23m,€135.28m,1.69,4.17,4.99,1.6,4.0,5.5,1.6875,0.021650635094610987,1.999880665596286,0.012830005981991697,0.005555555555555536,0.25004239923116056,4.0,0.0,2.0,0.0,0.0,0.25,4.737500000000001,0.05448623679425823,1.9999043413764794,0.011501052621479308,0.005936675461741148,0.250033579085429
I1,25/09/2019,Genoa,Bologna,D,2.37,3.5,2.87,2.4,3.5,2.9,2.35,3.55,2.9,2.35,3.5,2.88,2019/20,€142.38m,€129.65m,2.41,3.57,2.99,2.37,3.5,2.87,2.3674999999999997,0.020463381929681054,1.999946214390791,0.00864345593650731,0.004487856388595501,0.2500184583389743,3.5125,0.021650635094610887,1.999972658145213,0.006163881877469291,0.002669039145907659,0.25000936458190265,2.8874999999999997,0.012990381056766516,1.999985395541541,0.004498833266412646,0.0023809523809523725,0.25000506969690106
I1,25/09/2019,Inter,Lazio,H,2.0,3.5,3.75,2.0,3.6,3.7,2.0,3.6,3.7,2.0,3.5,3.7,2019/20,€606.05m,€303.88m,2.07,3.57,3.76,1.95,3.5,3.9,2.0,0.0,2.0,0.0,0.0,0.25,3.55,0.050000000000000044,1.999856899152611,0.014084507042253534,0.007042253521126751,0.2500495933346558,3.7125000000000004,0.02165063509461089,1.999975521619561,0.005831820900905289,0.002525252525252597,0.2500083891679064
I1,25/09/2019,Napoli,Cagliari,A,1.2,7.0,13.0,1.2,7.0,13.5,1.2,6.5,15.0,1.18,7.0,15.0,2019/20,€548.28m,€167.83m,1.21,7.34,13.41,1.18,7.0,15.0,1.195,0.008660254037844393,1.9999620083076024,0.007247074508656396,0.003138075313807498,0.2500133525610212,6.875,0.21650635094610965,1.9992756578473219,0.03149183286488868,0.013636363636363669,0.2502669989320043,14.125,0.8926785535678563,1.9971096618258681,0.0631984816685208,0.0331858407079646,0.25101505616443315
I1,25/09/2019,Parma,Sassuolo,H,2.5,3.5,2.75,2.5,3.5,2.75,2.55,3.45,2.7,2.6,3.4,2.62,2019/20,€128.75m,€167.98m,2.65,3.54,2.7,2.8,3.4,2.45,2.5374999999999996,0.04145780987944252,1.9998079528435235,0.016338053154460106,0.008620689655172376,0.25006568995461415,3.4625000000000004,0.04145780987944252,1.9998963787025743,0.011973374694423831,0.006317689530685788,0.25003627372276194,2.705,0.0531507290636732,1.9997201514486744,0.01964906804572022,0.010166358595194103,0.25009935239591713
I1,25/09/2019,Spal,Lecce,A,1.95,3.6,4.0,1.91,3.6,4.0,1.95,3.65,3.75,1.95,3.5,3.8,2019/20,€73.63m,€52.33m,2.04,3.53,3.94,2.05,3.4,3.6,1.94,0.01732050807568879,1.999942301338738,0.008928096946231336,0.0038659793814435073,0.25002034505208337,3.5875,0.0544862367942584,1.999833044473312,0.015187801197005827,0.007839721254355503,0.25005885396010846,3.8875,0.11388041973930377,1.999380455047382,0.02929399864676624,0.015273311897106012,0.25021548659339643
I1,26/09/2019,Torino,Milan,H,2.3,3.25,3.1,2.5,3.25,2.95,2.45,3.25,3.0,2.4,3.2,3.0,2019/20,€163.55m,€404.33m,2.5,3.25,3.1,2.5,3.1,3.0,2.4124999999999996,0.0739509972887453,1.9993189965239377,0.030653263124868522,0.01683937823834203,0.25024174180816483,3.2375,0.02165063509461089,1.999967656255864,0.006687454855478268,0.0028957528957529455,0.25001135520598344,3.0125,0.0544862367942584,1.9997649269795168,0.01808671760805258,0.009336099585062207,0.25007993983764726
I1,28/09/2019,Juventus,Spal,H,1.22,6.0,13.0,1.26,5.75,12.0,1.27,5.5,11.5,1.22,5.8,15.0,2019/20,€661.88m,€73.63m,1.24,6.28,15.05,1.18,6.5,17.0,1.2425000000000002,0.022776083947860768,1.9997577036419667,0.018330852271920134,0.009557344064386353,0.25008379292314964,5.7625,0.17809758560968758,1.9993092934572418,0.03090630552879611,0.016811279826464354,0.2502425046410667,12.875,1.340475661845451,1.9923337743041605,0.10411461451226804,0.05582524271844669,0.2524094979838157
I1,28/09/2019,Sampdoria,Inter,A,5.25,3.8,1.65,5.25,3.8,1.67,4.95,3.95,1.67,5.5,3.8,1.63,2019/20,€135.28m,€606.05m,5.35,4.02,1.68,5.25,3.75,1.66,5.2375,0.19485571585149863,1.9989987186982068,0.037203955293842225,0.019689737470167,0.25035243859024564,3.8374999999999995,0.06495190528383306,1.9997946754316498,0.01692557792412588,0.007328990228013144,0.2500688993457114,1.6549999999999998,0.016583123951777013,1.9999274548788815,0.010020014472372819,0.005287009063444259,0.2500253531637156
