Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,Season,HomeValue,AwayValue,VCH,VCD,VCA
P1,10/09/2005,Sp Lisbon,Benfica,H,2.2,3.1,2.87,2.35,3.05,2.8,2.0,3.1,3.2,2.2,3.0,3.0,2.05,3.1,3.2,2005/6,€102.40m,€121.05m,2.25,3.0,2.9
P1,11/09/2005,Academica,Setubal,A,2.0,3.2,3.2,2.2,3.1,3.0,2.0,3.1,3.2,2.1,3.1,3.1,2.0,3.1,3.3,2005/6,€13.25m,€11.67m,2.1,3.1,3.1
P1,11/09/2005,Boavista,Pacos Ferreira,H,1.5,3.5,6.0,1.45,3.75,6.5,1.55,3.5,4.8,1.53,3.4,5.5,1.55,3.5,5.2,2005/6,€16.55m,€7.50m,1.6,3.4,4.8
P1,11/09/2005,Est Amadora,Naval,H,2.1,3.1,3.1,2.0,3.15,3.4,2.0,3.1,3.2,2.05,3.1,3.2,2.15,3.2,2.9,2005/6,€9.70m,€5.30m,2.0,3.2,3.25
P1,11/09/2005,Gil Vicente,Nacional,A,1.9,3.1,3.6,2.0,3.1,3.45,1.85,3.1,3.6,1.9,3.2,3.5,1.9,3.2,3.5,2005/6,€11.90m,€15.75m,1.9,3.2,3.5
P1,11/09/2005,Leiria,Maritimo,D,2.1,3.1,3.1,2.3,3.1,2.8,2.3,3.0,2.7,2.2,3.2,2.8,2.15,3.2,2.9,2005/6,€17.95m,€13.55m,2.25,3.1,2.8
P1,12/09/2005,Penafiel,Belenenses,A,2.2,3.1,2.87,2.2,3.1,3.0,2.2,3.0,2.9,2.25,3.1,2.8,2.3,3.1,2.7,2005/6,€9.55m,€21.85m,2.3,3.1,2.75
P1,16/09/2005,Naval,Boavista,D,2.75,3.25,2.25,3.2,3.1,2.1,3.0,2.9,2.2,2.8,3.2,2.2,3.0,3.1,2.15,2005/6,€5.30m,€16.55m,2.75,3.2,2.25
P1,18/09/2005,Benfica,Leiria,H,1.28,4.5,8.5,1.35,4.0,8.25,1.3,4.2,8.0,1.28,4.5,8.0,1.33,4.33,7.0,2005/6,€121.05m,€17.95m,1.3,4.35,8.5
P1,18/09/2005,Maritimo,Penafiel,D,1.66,3.4,4.5,1.8,3.25,4.0,1.7,3.2,4.2,1.66,3.25,4.5,1.6,3.4,4.75,2005/6,€13.55m,€9.55m,1.75,3.2,4.5
P1,18/09/2005,Pacos Ferreira,Academica,H,2.1,3.2,3.1,2.1,3.1,3.2,2.1,3.0,3.1,2.1,3.2,3.0,2.1,3.1,3.1,2005/6,€7.50m,€13.25m,2.1,3.1,3.1
P1,18/09/2005,Sp Braga,Porto,D,2.87,3.2,2.2,3.0,3.1,2.2,3.2,2.9,2.1,2.8,3.2,2.2,3.1,3.1,2.1,2005/6,€40.35m,€116.00m,2.9,3.1,2.2
P1,19/09/2005,Belenenses,Guimaraes,H,1.72,3.25,4.33,1.8,3.25,4.0,1.8,3.1,3.8,1.75,3.25,4.0,1.65,3.4,4.5,2005/6,€21.85m,€24.55m,1.84,3.2,3.75
P1,19/09/2005,Nacional,Sp Lisbon,H,3.75,3.3,1.83,3.65,3.2,1.9,3.3,3.0,2.0,3.6,3.25,1.85,3.3,3.25,1.95,2005/6,€15.75m,€102.40m,3.5,3.2,1.9
P1,23/09/2005,Penafiel,Benfica,A,3.75,3.3,1.8,4.0,3.3,1.8,3.8,3.1,1.8,4.0,3.4,1.72,3.75,3.2,1.83,2005/6,€9.55m,€121.05m,4.0,3.4,1.75
P1,24/09/2005,Guimaraes,Maritimo,H,2.2,3.2,2.8,2.15,3.1,3.15,2.3,3.0,2.7,2.1,3.2,3.0,2.1,3.1,3.1,2005/6,€24.55m,€13.55m,2.0,3.2,3.4
P1,24/09/2005,Porto,Belenenses,H,1.28,4.5,8.0,1.27,4.8,8.5,1.33,4.0,7.5,1.28,4.5,8.0,1.33,4.0,8.0,2005/6,€116.00m,€21.85m,1.3,4.5,8.0
P1,25/09/2005,Est Amadora,Sp Braga,D,2.8,3.2,2.2,3.1,3.1,2.15,2.9,3.0,2.2,3.0,3.2,2.1,3.3,3.1,2.0,2005/6,€9.70m,€40.35m,3.0,3.25,2.1
P1,25/09/2005,Gil Vicente,Pacos Ferreira,H,1.8,3.3,3.75,1.7,3.3,4.5,1.8,3.1,3.8,1.8,3.25,3.75,1.8,3.2,3.9,2005/6,€11.90m,€7.50m,1.85,3.25,3.75
P1,25/09/2005,Leiria,Nacional,D,2.5,3.1,2.5,2.7,3.05,2.4,2.4,3.0,2.6,2.4,3.1,2.6,2.35,3.1,2.65,2005/6,€17.95m,€15.75m,2.4,3.2,2.6
P1,25/09/2005,Naval,Rio Ave,H,2.4,3.2,2.5,2.6,3.05,2.5,2.4,3.0,2.6,2.4,3.1,2.6,2.35,3.1,2.65,2005/6,€5.30m,€10.38m,2.4,3.2,2.6
P1,25/09/2005,Sp Lisbon,Setubal,H,1.3,4.33,8.0,1.35,4.05,8.0,1.35,4.0,7.0,1.3,4.5,7.5,1.33,4.0,8.0,2005/6,€102.40m,€11.67m,1.3,4.5,7.5
P1,26/09/2005,Boavista,Academica,H,1.57,3.5,5.0,1.45,3.75,6.5,1.55,3.5,4.8,1.57,3.5,5.0,1.55,3.5,5.2,2005/6,€16.55m,€13.25m,1.55,3.5,5.0
P1,30/09/2005,Belenenses,Est Amadora,A,1.53,3.5,5.5,1.5,3.6,6.0,1.6,3.4,4.6,1.53,3.4,5.5,1.5,3.4,6.0,2005/6,€21.85m,€9.70m,1.53,3.6,5.5
P1,02/10/2005,Academica,Gil Vicente,H,2.3,3.2,2.7,2.3,3.1,2.8,2.3,3.0,2.7,2.2,3.2,2.8,2.3,3.1,2.7,2005/6,€13.25m,€11.90m,2.2,3.25,2.8
P1,02/10/2005,Maritimo,Porto,D,4.33,3.25,1.72,5.0,3.5,1.6,4.6,3.2,1.7,4.5,3.25,1.66,4.33,3.4,1.66,2005/6,€13.55m,€116.00m,4.35,3.4,1.65
P1,02/10/2005,Nacional,Penafiel,H,1.61,3.4,5.0,1.65,3.25,5.0,1.55,3.5,4.8,1.57,3.5,5.0,1.65,3.3,4.6,2005/6,€15.75m,€9.55m,1.6,3.5,4.6
P1,02/10/2005,Pacos Ferreira,Sp Lisbon,H,4.0,3.25,1.8,4.2,3.3,1.75,4.6,3.2,1.7,4.33,3.25,1.7,4.33,3.3,1.7,2005/6,€7.50m,€102.40m,4.35,3.2,1.75
P1,02/10/2005,Setubal,Leiria,H,1.8,3.25,4.0,1.7,3.4,4.35,1.8,3.1,3.8,1.72,3.2,4.33,1.7,3.3,4.25,2005/6,€11.67m,€17.95m,1.75,3.3,4.0
P1,03/10/2005,Benfica,Guimaraes,H,1.4,3.75,7.5,1.3,4.25,9.25,1.33,4.0,7.5,1.33,4.33,7.0,1.33,4.0,8.0,2005/6,€121.05m,€24.55m,1.3,4.5,7.5
P1,04/10/2005,Sp Braga,Naval,H,1.44,3.75,6.5,1.4,4.0,6.65,1.45,3.8,5.4,1.4,3.75,7.0,1.4,3.75,7.0,2005/6,€40.35m,€5.30m,1.4,4.0,6.5
P1,14/10/2005,Rio Ave,Sp Braga,A,2.4,3.2,2.62,2.4,2.95,2.8,2.6,2.8,2.6,2.4,3.1,2.6,2.6,3.1,2.4,2005/6,€10.38m,€40.35m,2.5,3.1,2.5
P1,15/10/2005,Guimaraes,Nacional,D,2.0,3.2,3.4,2.05,3.2,3.2,2.0,3.1,3.2,1.9,3.25,3.4,2.0,3.2,3.2,2005/6,€24.55m,€15.75m,1.9,3.2,3.5
P1,15/10/2005,Porto,Benfica,A,1.9,3.25,3.6,1.85,3.3,3.7,1.85,3.1,4.0,1.9,3.2,3.5,1.95,3.1,3.5,2005/6,€116.00m,€121.05m,1.9,3.2,3.5
P1,16/10/2005,Est Amadora,Maritimo,D,2.1,3.2,3.2,2.1,3.0,3.3,2.0,3.1,3.2,2.1,3.2,3.0,2.25,3.1,2.8,2005/6,€9.70m,€13.55m,2.1,3.0,3.2
P1,16/10/2005,Leiria,Pacos Ferreira,H,2.25,3.25,2.8,2.3,3.2,2.75,2.3,3.0,2.7,2.25,3.2,2.75,2.3,3.1,2.75,2005/6,€17.95m,€7.50m,2.2,3.2,2.8
P1,16/10/2005,Naval,Belenenses,H,2.3,3.2,2.8,2.4,3.15,2.65,2.4,3.0,2.6,2.25,3.2,2.75,2.3,3.1,2.75,2005/6,€5.30m,€21.85m,2.25,3.2,2.75
P1,16/10/2005,Penafiel,Setubal,A,2.5,3.25,2.5,2.5,3.15,2.55,2.7,3.0,2.3,2.3,3.25,2.6,2.5,3.1,2.5,2005/6,€9.55m,€11.67m,2.25,3.2,2.75
P1,16/10/2005,Sp Lisbon,Academica,A,1.3,4.5,8.5,1.35,4.05,8.0,1.3,4.2,8.0,1.3,4.5,7.5,1.3,4.33,8.0,2005/6,€102.40m,€13.25m,1.28,4.5,8.0
P1,17/10/2005,Boavista,Gil Vicente,H,1.61,3.5,5.0,1.65,3.25,5.0,1.65,3.3,4.4,1.61,3.5,4.5,1.6,3.4,4.8,2005/6,€16.55m,€11.90m,1.6,3.5,4.5
P1,21/10/2005,Belenenses,Rio Ave,A,2.0,3.2,3.2,1.92,3.2,3.65,1.9,3.1,3.5,1.9,3.2,3.5,1.83,3.2,3.75,2005/6,€21.85m,€10.38m,1.85,3.2,3.75
P1,22/10/2005,Benfica,Est Amadora,H,1.28,4.33,8.5,1.25,4.75,10.0,1.3,4.2,8.0,1.25,4.6,9.0,1.22,5.0,9.5,2005/6,€121.05m,€9.70m,1.22,5.0,9.5
P1,22/10/2005,Sp Braga,Boavista,H,1.9,3.25,3.4,1.95,3.25,3.45,1.9,3.1,3.7,1.85,3.25,3.6,1.9,3.1,3.6,2005/6,€40.35m,€16.55m,1.9,3.2,3.5
P1,23/10/2005,Academica,Leiria,A,1.9,3.25,3.4,1.85,3.25,3.75,1.9,3.1,3.5,1.9,3.1,3.6,1.9,3.1,3.6,2005/6,€13.25m,€17.95m,1.85,3.2,3.75
P1,23/10/2005,Gil Vicente,Sp Lisbon,D,3.2,3.2,2.0,3.1,3.2,2.1,3.2,3.1,2.0,3.2,3.2,2.0,3.3,3.1,2.0,2005/6,€11.90m,€102.40m,3.25,3.25,2.0
P1,23/10/2005,Maritimo,Naval,H,1.9,3.25,3.4,1.9,3.25,3.65,1.85,3.1,3.6,1.9,3.1,3.6,1.8,3.2,3.9,2005/6,€13.55m,€5.30m,1.85,3.25,3.75
P1,23/10/2005,Nacional,Porto,A,3.0,3.2,2.1,3.15,3.25,2.05,3.2,3.1,2.0,3.1,3.2,2.05,3.0,3.2,2.1,2005/6,€15.75m,€116.00m,3.2,3.25,2.0
P1,23/10/2005,Setubal,Guimaraes,A,1.9,3.25,3.4,1.9,3.3,3.55,1.9,3.1,3.5,1.85,3.25,3.6,1.85,3.25,3.6,2005/6,€11.67m,€24.55m,1.85,3.2,3.75
P1,29/10/2005,Naval,Benfica,D,4.33,3.4,1.72,4.25,3.5,1.7,3.6,3.1,1.85,4.33,3.2,1.72,4.33,3.3,1.7,2005/6,€5.30m,€121.05m,4.35,3.2,1.75
P1,29/10/2005,Porto,Setubal,D,1.33,4.33,8.0,1.35,4.5,6.75,1.33,4.0,7.5,1.3,4.33,8.0,1.25,5.0,8.0,2005/6,€116.00m,€11.67m,1.3,4.35,8.0
P1,30/10/2005,Boavista,Sp Lisbon,D,2.5,3.1,2.6,2.45,3.05,2.65,2.7,3.0,2.5,2.5,3.1,2.5,2.5,3.1,2.5,2005/6,€16.55m,€102.40m,2.5,3.1,2.5
P1,30/10/2005,Est Amadora,Nacional,A,2.5,3.1,2.6,2.4,3.2,2.6,2.4,2.9,2.7,2.37,3.1,2.6,2.55,3.0,2.5,2005/6,€9.70m,€15.75m,2.4,3.1,2.6
P1,30/10/2005,Guimaraes,Pacos Ferreira,A,1.8,3.2,4.2,1.75,3.25,4.25,1.85,3.1,3.6,1.72,3.25,4.2,1.75,3.2,4.2,2005/6,€24.55m,€7.50m,1.75,3.4,4.0
P1,30/10/2005,Leiria,Gil Vicente,H,2.0,3.2,3.4,1.95,3.2,3.5,2.1,3.0,3.1,1.9,3.25,3.4,2.0,3.2,3.2,2005/6,€17.95m,€11.90m,1.9,3.25,3.5
P1,30/10/2005,Penafiel,Academica,H,2.4,3.1,2.7,2.5,3.05,2.6,2.3,3.0,2.7,2.3,3.2,2.62,2.35,3.1,2.65,2005/6,€9.55m,€13.25m,2.25,3.2,2.75
P1,30/10/2005,Rio Ave,Maritimo,D,1.72,3.25,4.5,1.75,3.25,4.1,1.85,3.1,3.6,1.75,3.25,4.0,1.75,3.2,4.2,2005/6,€10.38m,€13.55m,1.75,3.4,4.0
P1,31/10/2005,Sp Braga,Belenenses,H,1.53,3.5,6.0,1.55,3.5,5.5,1.5,3.7,5.0,1.5,3.4,6.0,1.5,3.5,5.9,2005/6,€40.35m,€21.85m,1.45,3.6,6.5
P1,04/11/2005,Sp Lisbon,Leiria,H,1.44,3.75,6.5,1.4,4.1,6.5,1.4,3.9,6.0,1.4,3.75,7.0,1.44,3.75,6.0,2005/6,€102.40m,€17.95m,1.45,3.75,6.0
P1,05/11/2005,Belenenses,Boavista,D,2.5,3.2,2.5,2.55,3.2,2.45,2.4,3.0,2.6,2.5,3.1,2.5,2.5,3.1,2.5,2005/6,€21.85m,€16.55m,2.4,3.1,2.6
P1,05/11/2005,Maritimo,Sp Braga,H,2.75,3.2,2.25,2.8,3.2,2.25,2.7,2.9,2.4,2.8,3.2,2.2,2.8,3.2,2.2,2005/6,€13.55m,€40.35m,2.75,3.2,2.25
P1,06/11/2005,Benfica,Rio Ave,D,1.36,4.0,7.5,1.35,4.25,7.0,1.35,4.0,7.0,1.33,4.0,8.0,1.33,4.0,8.0,2005/6,€121.05m,€10.38m,1.35,4.0,7.0
P1,06/11/2005,Gil Vicente,Penafiel,D,1.8,3.25,4.0,1.6,3.5,5.0,1.75,3.2,4.0,1.8,3.25,3.75,1.7,3.5,4.0,2005/6,€11.90m,€9.55m,1.65,3.25,4.5
P1,06/11/2005,Nacional,Naval,H,1.66,3.4,4.5,1.65,3.5,4.5,1.65,3.3,4.4,1.61,3.5,4.5,1.6,3.5,4.6,2005/6,€15.75m,€5.30m,1.6,3.5,4.5
P1,06/11/2005,Pacos Ferreira,Porto,A,4.0,3.25,1.8,4.25,3.5,1.7,3.6,3.1,1.85,3.75,3.25,1.8,3.75,3.2,1.83,2005/6,€7.50m,€116.00m,4.0,3.4,1.75
P1,06/11/2005,Setubal,Est Amadora,H,1.66,3.4,4.5,1.6,3.35,5.25,1.75,3.2,4.0,1.75,3.25,4.0,1.7,3.25,4.3,2005/6,€11.67m,€9.70m,1.6,3.5,4.5
P1,07/11/2005,Academica,Guimaraes,H,2.25,3.2,2.75,2.3,3.25,2.7,2.2,3.0,2.9,2.2,3.25,2.75,2.25,3.2,2.7,2005/6,€13.25m,€24.55m,2.2,3.2,2.8
P1,18/11/2005,Guimaraes,Gil Vicente,H,1.9,3.25,3.5,1.9,3.15,3.75,1.9,3.1,3.5,1.9,3.2,3.5,1.9,3.2,3.5,2005/6,€24.55m,€11.90m,1.9,3.25,3.4
P1,19/11/2005,Porto,Academica,H,1.33,4.33,7.5,1.25,5.0,9.0,1.27,4.3,8.5,1.28,4.5,8.0,1.28,4.5,8.0,2005/6,€116.00m,€13.25m,1.25,5.0,8.0
P1,19/11/2005,Sp Braga,Benfica,H,2.25,3.25,2.75,2.35,3.15,2.7,2.4,3.0,2.8,2.5,3.1,2.5,2.62,2.9,2.5,2005/6,€40.35m,€121.05m,2.5,3.1,2.5
P1,20/11/2005,Boavista,Leiria,H,1.57,3.4,5.5,1.55,3.6,5.25,1.55,3.5,4.8,1.61,3.25,5.0,1.6,3.5,4.6,2005/6,€16.55m,€17.95m,1.75,3.2,4.35
P1,20/11/2005,Est Amadora,Pacos Ferreira,D,2.25,3.4,2.62,2.4,3.2,2.6,2.2,3.0,2.9,2.2,3.2,2.8,2.3,3.3,2.6,2005/6,€9.70m,€7.50m,2.2,3.2,2.8
P1,20/11/2005,Naval,Setubal,A,2.37,3.2,2.62,2.6,3.05,2.5,2.3,3.0,2.7,2.3,3.1,2.7,2.3,3.1,2.7,2005/6,€5.30m,€11.67m,2.35,3.1,2.6
P1,20/11/2005,Penafiel,Sp Lisbon,A,4.0,3.4,1.72,4.5,3.3,1.7,4.0,3.2,1.75,4.33,3.2,1.72,4.0,3.1,1.8,2005/6,€9.55m,€102.40m,4.35,3.2,1.75
P1,20/11/2005,Rio Ave,Nacional,A,2.37,3.2,2.62,2.55,3.2,2.45,2.3,3.0,2.7,2.35,3.2,2.6,2.4,3.0,2.7,2005/6,€10.38m,€15.75m,2.4,3.2,2.5
P1,21/11/2005,Belenenses,Maritimo,A,2.2,3.25,2.8,1.95,3.25,3.4,2.1,3.0,3.1,2.1,3.2,3.0,2.1,3.1,3.1,2005/6,€21.85m,€13.55m,1.9,3.2,3.5
P1,25/11/2005,Nacional,Sp Braga,H,2.2,3.25,2.75,2.4,3.1,2.7,2.4,3.0,2.6,2.37,3.2,2.6,2.37,3.0,2.7,2005/6,€15.75m,€40.35m,2.4,3.0,2.7
P1,26/11/2005,Maritimo,Boavista,D,2.25,3.1,2.87,2.2,3.25,2.85,2.2,2.9,3.0,2.2,3.2,2.8,2.2,3.1,2.9,2005/6,€13.55m,€16.55m,2.2,3.2,2.8
P1,27/11/2005,Academica,Est Amadora,H,1.9,3.2,3.6,1.8,3.35,3.75,1.85,3.1,3.6,1.83,3.2,3.75,1.8,3.2,3.9,2005/6,€13.25m,€9.70m,1.85,3.2,3.75
P1,27/11/2005,Benfica,Belenenses,D,1.28,4.5,8.5,1.35,4.5,6.75,1.35,4.0,7.0,1.33,4.0,8.0,1.36,4.0,7.0,2005/6,€121.05m,€21.85m,1.35,4.0,7.0
P1,27/11/2005,Leiria,Penafiel,D,1.72,3.3,4.33,1.7,3.4,4.4,1.65,3.3,4.4,1.7,3.25,4.33,1.7,3.3,4.2,2005/6,€17.95m,€9.55m,1.65,3.25,4.5
P1,27/11/2005,Pacos Ferreira,Naval,H,1.83,3.3,3.75,1.8,3.25,4.0,1.75,3.2,4.0,1.83,3.2,3.75,1.8,3.2,3.9,2005/6,€7.50m,€5.30m,1.85,3.2,3.75
P1,27/11/2005,Setubal,Rio Ave,H,1.83,3.3,3.75,1.85,3.25,3.8,1.8,3.1,3.8,1.83,3.2,3.75,1.8,3.2,3.9,2005/6,€11.67m,€10.38m,1.85,3.2,3.75
P1,27/11/2005,Sp Lisbon,Guimaraes,H,1.4,4.0,6.5,1.4,4.0,6.75,1.4,3.9,6.0,1.4,3.75,7.0,1.44,3.6,6.5,2005/6,€102.40m,€24.55m,1.4,3.75,7.0
P1,28/11/2005,Gil Vicente,Porto,A,4.5,3.4,1.66,4.4,3.35,1.7,4.4,3.3,1.65,4.5,3.25,1.66,4.5,3.3,1.66,2005/6,€11.90m,€116.00m,4.35,3.4,1.65
P1,02/12/2005,Porto,Sp Lisbon,D,1.83,3.25,3.75,1.75,3.45,4.05,1.85,3.1,4.0,1.83,3.2,3.75,1.83,3.0,4.0,2005/6,€116.00m,€102.40m,1.8,3.1,4.0
P1,03/12/2005,Belenenses,Nacional,H,2.75,3.25,2.25,2.85,3.1,2.3,2.7,3.0,2.3,2.7,3.1,2.3,2.65,3.2,2.3,2005/6,€21.85m,€15.75m,2.5,3.2,2.4
P1,03/12/2005,Maritimo,Benfica,A,2.62,3.2,2.37,3.25,3.15,2.05,2.9,3.1,2.3,2.7,3.1,2.3,2.75,3.1,2.3,2005/6,€13.55m,€121.05m,2.7,3.0,2.35
P1,04/12/2005,Boavista,Penafiel,H,1.4,4.0,6.5,1.35,4.5,6.75,1.45,3.8,5.4,1.4,3.75,7.0,1.35,4.0,7.5,2005/6,€16.55m,€9.55m,1.4,3.75,7.0
P1,04/12/2005,Est Amadora,Gil Vicente,H,2.1,3.25,3.0,2.0,3.25,3.3,2.0,3.1,3.2,2.1,3.2,3.0,2.05,3.1,3.2,2005/6,€9.70m,€11.90m,2.0,3.2,3.4
P1,04/12/2005,Naval,Academica,A,2.1,3.25,3.0,2.1,3.2,3.1,2.2,3.0,2.9,2.1,3.2,3.0,2.15,3.2,2.9,2005/6,€5.30m,€13.25m,2.2,3.0,3.0
P1,04/12/2005,Rio Ave,Pacos Ferreira,D,1.9,3.25,3.5,1.85,3.4,3.6,1.9,3.1,3.5,1.85,3.25,3.6,1.95,3.2,3.35,2005/6,€10.38m,€7.50m,1.9,3.25,3.5
P1,04/12/2005,Sp Braga,Setubal,A,1.72,3.4,4.2,1.6,3.5,4.9,1.75,3.2,4.0,1.66,3.25,4.5,1.75,3.4,3.8,2005/6,€40.35m,€11.67m,1.7,3.1,4.6
P1,05/12/2005,Guimaraes,Leiria,A,1.83,3.25,3.75,1.85,3.35,3.65,1.8,3.1,3.8,1.83,3.2,3.75,1.9,3.2,3.5,2005/6,€24.55m,€17.95m,1.8,3.25,3.75
P1,09/12/2005,Sp Lisbon,Est Amadora,A,1.28,4.33,9.5,1.25,5.0,9.0,1.3,4.2,8.0,1.28,4.33,8.5,1.25,4.5,10.0,2005/6,€102.40m,€9.70m,1.25,4.5,10.0
P1,10/12/2005,Leiria,Porto,A,4.5,3.3,1.8,4.25,3.45,1.7,4.0,3.2,1.75,4.33,3.25,1.7,4.0,3.1,1.8,2005/6,€17.95m,€116.00m,4.0,3.4,1.73
P1,10/12/2005,Nacional,Maritimo,H,1.83,3.1,4.0,1.8,3.25,4.0,1.9,3.1,3.5,1.83,3.2,3.75,1.85,3.1,3.8,2005/6,€15.75m,€13.55m,1.9,3.0,3.75
P1,11/12/2005,Academica,Rio Ave,D,2.0,3.25,3.25,2.0,3.25,3.3,1.9,3.1,3.5,1.95,3.1,3.4,1.9,3.2,3.5,2005/6,€13.25m,€10.38m,1.9,3.25,3.5
P1,11/12/2005,Benfica,Boavista,H,1.61,3.4,5.0,1.55,3.6,5.25,1.7,3.2,4.2,1.61,3.25,5.0,1.66,3.3,4.5,2005/6,€121.05m,€16.55m,1.55,3.25,5.5
P1,11/12/2005,Gil Vicente,Naval,H,1.9,3.25,3.5,1.95,3.2,3.5,1.9,3.1,3.5,1.9,3.1,3.6,1.9,3.2,3.5,2005/6,€11.90m,€5.30m,1.84,3.25,3.75
P1,11/12/2005,Pacos Ferreira,Sp Braga,H,2.6,3.2,2.4,2.7,3.25,2.3,2.6,3.0,2.4,2.5,3.2,2.4,2.6,3.2,2.35,2005/6,€7.50m,€40.35m,2.5,3.2,2.4
P1,11/12/2005,Penafiel,Guimaraes,A,2.25,3.2,2.8,2.3,3.25,2.7,2.4,3.0,2.6,2.3,3.1,2.7,2.3,3.2,2.65,2005/6,€9.55m,€24.55m,2.25,3.25,2.75
P1,12/12/2005,Setubal,Belenenses,H,1.66,3.4,4.5,1.6,3.5,5.0,1.7,3.2,4.2,1.66,3.25,4.5,1.6,3.3,5.0,2005/6,€11.67m,€21.85m,1.65,3.25,4.5
P1,16/12/2005,Naval,Sp Lisbon,A,3.75,3.25,1.83,3.95,3.45,1.75,3.8,3.1,1.8,4.0,3.25,1.75,4.33,3.3,1.7,2005/6,€5.30m,€102.40m,4.0,3.4,1.75
